Ein Service des Knowledge-Hubs von Monitor Versorgungsforschung. Täglich automatisiert KI-kuratiert aus PubMed und auf Deutsch übersetzt.

Aufgenommen;Autor;Publiziert am;In PubMed seit;Journal;Jahr;Titel;Fragestellung;Ergebnis;Übertragbarkeit;PMID;PubMed-Link
2026-08-28;Namubiru C et al.;24.08.2026;26.08.2026;BMC Health Serv Res;2026;Health Literacy und Malaria-Verhalten in Gabun: Assoziationen bei Prävention und Adhärenz;Querschnittstudie zu Assoziationen zwischen Health Literacy und Malaria-Präventionsverhalten bei 504 Befragten in urban und ländlich Gabun.;59,7 % mit ausreichender Health Literacy (HL). HL assoziiert mit Dosierungswissen (AME 0,022, p<0,001), Adhärenz (OR 1,089, p<0,01), Fragen stellen (OR 1,092, p<0,001) und Netztnutzung (p<0,05). Keine Assoziation mit Behandlungssuche oder Buschrodung (p>0,05).;"Ressourcen-limitiertes Setting mit anderen Prioritäten; Methodologie aber für Versorgungsforschung relevant";42642735;https://pubmed.ncbi.nlm.nih.gov/42642735/
2026-08-28;GBD 2023 Oral Disorders Collaborators;Sept. 2026;18.08.2026;Lancet Public Health;2026;Globale Fortschritte bei oralmedizinischen Bedingungen 2019–2023: GBD-Analyse;Systematische GBD-2023-Analyse zu globalen und regionalen Trends bei Prävalenz von Mundhöhlenerkrankungen (Karies, Parodontitis, Zahnlosigkeit) 2019–2023 gegenüber WHO-Ziel 2030.;"Altersstandardisierte Prävalenz hauptsächlich sank um -1,55 % (95% UI -2,32 bis -0,82); absolute Fälle stiegen aber +3,07 %. Unbehandelte Karies in bleibenden Zähnen -1,99 %, orofaziale Spalten +2,25 %. Südasien -3,34 %, Sub-Sahara +9,51 %. Aktuelles Tempo unzureichend für 2030-Ziele.";"WHO-GBD-Daten global; Trendfeststellung systemunabhängig aber mit Lücken in DE-Datenerfassung";42612648;https://pubmed.ncbi.nlm.nih.gov/42612648/
2026-08-27;Maharani A et al.;26.08.2026;26.08.2026;BMJ Open;2026;Safeguarding concerns older adults with dementia in England: distribution and disparities;Bevölkerungsgestützte Analyse räumlicher und zeitlicher Muster von Schutzmaßnahmen für demenzkranke Menschen in England zwischen 2015 und 2022.;"Schutzmaßnahmen stiegen um 55,5 % (2015/16–2019/20); Frauen ab 85 Jahren zeigten höhere Raten; räumliche Variabilität: höhere Aktivität in urbanen und benachteiligten Regionen (Manchester, Liverpool, Midlands), niedrigere in ländlichen Gebieten.";Großbritannien, administrative nationale Daten – eingeschränkt übertragbar wegen anderer Sozialsysteme;42648775;https://pubmed.ncbi.nlm.nih.gov/42648775/
2026-08-27;Brunton L et al.;26.08.2026;26.08.2026;BMJ Open Qual;2026;Implementierung eines Care-Bundle für intracerebrale Blutungen in Nordengland;Qualitative Prozessevaluation der Ausrollung eines ICH-Management-Bundles über sechs Regionen mit 45 Interviews, sechs Beobachtungen und Dokumentenanalyse.;Begünstigte Faktoren: Interventionsklarheit, Kompatibilität mit Kliniker-Werten, lokale Adaptabilität. Barrieren: mangelnde Fähigkeiten, kulturelle Normen führten zu Überweisungen unabhängig Kriterien, unzureichendes Monitoring der Prozeßziele.;England, NHS-Kontext – bedingt übertragbar auf deutsches stationäres System;42648747;https://pubmed.ncbi.nlm.nih.gov/42648747/
2026-08-27;Richter H et al.;22.08.2026;26.08.2026;BMC Health Serv Res;2026;Governance-Konfigurationen koordinierter Gesundheitsförderung in Kommunen;Egozentrische Netzwerkanalyse der Koordinationsmuster von 14 Gesundheitsfachpersonen in deutschen Grundschulen und Nachbarschaften mit 662 erfassten Personen.;Drei Governance-Konfigurationen identifiziert: ego-abhängige Integration, ersetzbare Koordination und verteilte Integration. Netzwerkstabilität hängt weniger von Akteur-Dichte ab als von Struktur des Brokerage und Formalität alternativer Koordinationspfade.;Deutschland, kommunale Gesundheitsförderung – direkt übertragbar;42642761;https://pubmed.ncbi.nlm.nih.gov/42642761/
2026-08-27;Devarshi R et al.;19.08.2026;26.08.2026;BMC Health Serv Res;2026;Telemedicine in ländlicher Demenzversorgung in Hocheinkommensländern;Scoping Review mit 9 Studien aus USA, Australien, Kanada, Griechenland und UK zur Integration von Telemedizin in ländliche Demenzsysteme (2014–2025).;"Wichtige Barrieren: begrenzte Konnektivität, digitale Grundbildung, Gesundheitsbeeinträchtigungen; Begünstigter: Vertrauen zu Providern, organisationale Unterstützung. Strategien: Schulung, dedizierte Koordinationsrollen, Co-Design mit Patienten.";Hocheinkommensländer, rural – teilweise übertragbar, systemische Unterschiede bei Finanzierung;42642758;https://pubmed.ncbi.nlm.nih.gov/42642758/
2026-08-27;Piessens V et al.;23.07.2026;26.08.2026;BMC Health Serv Res;2026;Überdiagnose in Krebsscreening: Perspektiven von Gesundheitsfachpersonen;Qualitative Interviews mit 34 Gesundheitsfachpersonen in Flandern zur Wahrnehmung und zum Umgang mit Überdiagnose in Brust-, Lungen- und Prostata-Screening.;Drei Positionen: RoutineScreening (Überdiagnose ignoriert), Determined Screening (Vorteile betont, Überdiagnose marginalisiert) und Cautious Screening (Überdiagnose kritisch). Begünstigte Faktoren für reflektiertes Handeln: umfassendes Verständnis von Nutzen und Schaden.;Belgien, Sozialversicherungssystem – gut übertragbar auf Deutschland;42642748;https://pubmed.ncbi.nlm.nih.gov/42642748/
2026-08-27;Xie M et al.;08.08.2026;26.08.2026;BMC Public Health;2026;Räumliche Erreichbarkeit stationärer Hospize in Deutschland;Räumliche Zugangsanalyse zu 295 stationären Hospizen mittels Erreichbarkeitsindizes (Angebots-Bevölkerungs-Verhältnisse, Reisezeit-Netzwerk, 2SFCA, E2SFCA).;"36,4 Betten pro 1 Mio. Einwohner national; 90,3 % der Bevölkerung erreicht Hospiz innerhalb 30 Min. Autofahrt; ländliche Gebiete zeigen niedrigere Zugänglichkeit; Methodenwahl beeinflußt Ergebnisse erheblich (2SFCA vs. E2SFCA).";Deutschland, Routinedaten – direkt übertragbar;42642737;https://pubmed.ncbi.nlm.nih.gov/42642737/
2026-08-26;Standaar LMB et al.;25.08.2026;25.08.2026;Inquiry;2026;Digitale Gesundheitsanwendungen: Unterschiede bei sozioökonomisch benachteiligten Chroniker-Patienten in den Niederlanden;Querschnittsstudie zur Nutzung von fünf e-Health-Anwendungen (Websites, Apps, Wearables, Patientenportale, digitale Kommunikation) bei 1.517 Niederländern mit chronischen Erkrankungen in Abhängigkeit vom Bildungsattainment.;Personen mit niedriger Bildung nutzten signifikant weniger Websites (OR 4,78), Apps (OR 2,88), Wearables (OR 2,12) und Patientenportale (OR 3,24) als Hochgebildete. Hochgebildete waren eher zum E-Health-Einsatz geneigt (RRR 2,21) und weniger unsicher (RRR 0,56). Digitale Angebote erreichen nicht alle Patientengruppen gleich.;Niederlande, vergleichbares Sozialversicherungssystem mit ähnlichen e-Health-Hürden;42641147;https://pubmed.ncbi.nlm.nih.gov/42641147/
2026-08-26;Aduful AK et al.;21.08.2026;21.08.2026;BMJ Paediatr Open;2026;Determinanten antimikrobieller Verschreibungsmuster in der pädiatrischen Ambulantversorgung in Ghana;Retrospektive Analyse von 3.244 Antibiotikaverordnungen aus 16.555 pädiatrischen Ambulanzkonsultationen in Ghana zur Assoziation von Patienten- und Anbietermerkmalen mit Verschreibungsangemessenheit.;"Männliches Geschlecht war mit Verordnung ohne Indikation assoziiert (p=0,007); ältere Kinder und Patienten mit Fieber erhielten seltener unangemessene Antibiotika (p=0,030, p=0,036). Spezialisierte Pflegekräfte und Physician Assistants zeigten mehr unangemessene Verordnungen als Assistenzärzte (p<0,001, p=0,005); medizinische Offiziere und Resident Doctors verschrieben angemessenere Dosierungen und Dauern.";Nur bedingt: Ressourcenlimitiertes System mit anderer Personalstruktur als Deutschland;42629162;https://pubmed.ncbi.nlm.nih.gov/42629162/
2026-08-26;Boczor S et al.;20.08.2026;21.08.2026;BMC Med Res Methodol;2026;Standardisiertes Messinstrument für patientenberichtete Soziodemografie in deutschen Gesundheitsstudien;Entwicklung und Evaluation eines praktikablen Standardinstruments zur Erfassung von Patientensoziodemografie in Gesundheitsstudien durch Expertenpanel, Fokusgruppe und Pretests an 290 Patienten in einer deutschen Universitätsklinik.;Mit 290 Studienteilnehmern (51% der 574 angesprochenen Patienten, Median 40 Jahre, 55% weiblich) erreichte das Instrument Akzeptanz: 66% hielten die Länge für angemessen, 96% fanden es verständlich. Sieben Fragen zu Einkommenssituation zeigten Klärungsbedarf und wurden überarbeitet. Finale Instrument erfasst 14 standardisierte Variablen zu biologischem Geschlecht, Geburt, Familienstand, Haushalt, Bildung, Beruf und soziodemografischen Merkmalen.;Deutschland, Universitätsmedizin mit patientenzentriertem Ansatz zur Versorgungsforschung;42625156;https://pubmed.ncbi.nlm.nih.gov/42625156/
2026-08-25;Campbell C et al.;24.08.2026;24.08.2026;Eur J Intern Med;2026;Sterblichkeit bei akuter Lebererkrankung in England: nationale Kohortenstudie;Studie zur Langzeitsterblichkeit von 82.402 Patienten mit chronischer Lebererkrankung nach erstem Notfallaufenthalt in englischen Krankenhäusern (2012-2019).;"5-Jahres-Mortalität 59,9%; Median-Überlebenszeit 2,72 Jahre (95%-KI 2,66-2,79). Regional erhöhte Mortalität außerhalb Londons (adjHR 1,06-1,19); Encephalopathie (adjHR 1,70), Aszites (adjHR 1,64) und gastrointestinale Blutung (adjHR 1,10) mit erhöhter Mortalität assoziiert.";"Englische Routinedaten; vergleichbar mit deutschem NHS-ähnlichen System in Versorgungssteuerung und Datenqualität.";42637631;https://pubmed.ncbi.nlm.nih.gov/42637631/
2026-08-25;Suppiah SD et al.;22.08.2026;24.08.2026;Res Social Adm Pharm;2026;Apotheken-Interventionen bei niedriger Health Literacy: systematische Übersicht mit Co-Design-Fokus;Systematische Übersicht von neun RCTs (13 Publikationen) zu Apotheken-Interventionen für chronisch kranke Erwachsene mit eingeschränkter Health Literacy.;"Medikamentenverstehen verbesserte sich konsistent, besonders durch patientenzentrierte Medikamentenetiketten; Adherence-Effekte waren inkonsistent und nicht nachhaltig; Care-Transition-Interventionen zeigten teilweise Reduktion ungünstiger Events. Co-Design-Elemente waren in nur einem Trial dokumentiert. 10 Studien, alle niedriges bis moderates Bias-Risiko.";"Australisch-singapurisches Autorenteam; Konzepte zu Patient-zentrierten Interventionen auf deutschsprachigen Raum übertragbar.";42637584;https://pubmed.ncbi.nlm.nih.gov/42637584/
2026-08-24;Ko J et al.;18.08.2026;23.08.2026;Int J Chron Obstruct Pulmon Dis;2026;Kontinuität der Betreuung und Risiken von Krankenhausaufenthalten und Mortalität bei COPD: eine landesweite Kohortenstudie;Eine südkoreanische Kohortenstudie mit 29.316 COPD-Neudiagnosen untersucht den Einfluss der Kontinuität der Betreuung auf COPD-Exazerbationen und Sterblichkeit.;"Niedrige Kontinuitätsscores waren mit erhöhtem Risiko für COPD-Exazerbations-Krankenhausaufenthalte (HR 1,63; 95 % KI 1,45–1,83) und Gesamtmortalität (HR 1,25; 95 % KI 1,11–1,40) verbunden. Fragmentierte ambulante Betreuung erhöhte präventable Krankenhausaufenthalte deutlich.";Südkorea – Sozialversicherungssystem, hohe Übertragbarkeit auf Deutschland.;42633418;https://pubmed.ncbi.nlm.nih.gov/42633418/
2026-08-24;Piayda K et al.;12.08.2026;23.08.2026;Int J Cardiol Heart Vasc;2026;Einfluss von Alter, Gebrechlichkeit und Komorbiditäten auf Überleben nach Mitralklappenreparatur in Deutschland;Eine deutsche Routinedatenstudie mit 4.896 Patienten untersucht Prognosen nach minimalinvasiver Mitralklappenreparatur hinsichtlich Alter, Gebrechlichkeit und Komorbiditäten.;Sehr alte Patienten (80–99 Jahre): OR 1,2 (95 % KI 1,07–1,49). Mit Pflegegrad 1–3: OR 1,43–2,09. Mit ≥3 Komorbiditäten: OR 2,82 (95 % KI 2,37–3,36). Medizinische Gesamtausgaben blieben gleich, aber Herzinsuffizienz-Krankenhausaufenthalte sanken.;Deutsche Routinedaten (BARMER Krankenkasse), direkt übertragbar.;42633073;https://pubmed.ncbi.nlm.nih.gov/42633073/
2026-08-23;Makar KG et al.;03.08.2026;22.08.2026;Surgery;2026;Spiritual Distress bei erwachsenen Patienten vor elektiver Chirurgie: Qualitative Studie;Qualitative Studie zu spiritueller Belastung und deren Auswirkungen auf die präoperative Erfahrung bei Patienten mit geplanten Eingriffen.;23 von 29 Patienten (79,3%) zeigten spirituelle Belastung, 6 Patienten (20,7%) spirituelles Wohlbefinden. Spirituell belastete Patienten äußerten signifikant mehr Angst und Komplikationserwartungen, während spirituell stabile Patienten Chirurgie als Genesung wahrnahmen. Diese Befunde unterstreichen die Bedeutung routinemäßiger spiritueller Unterstützung in der perioperativen Versorgung.;"Qualitativ und systemunabhängig; konzeptualisiert patientenzentrierte Ergebnisse.";42632276;https://pubmed.ncbi.nlm.nih.gov/42632276/
2026-08-23;Kelleher DP et al.;22.08.2026;22.08.2026;J Emerg Nurs;2026;Nicht-englische Sprachpräferenz und ICU-Aufnahmen über Notfallabteilungen: US-Analyse;Longitudinale Kohortenstudie zum Vergleich von ICU-Aufnahmen zwischen Patienten mit nicht-englischer Sprachpräferenz und englischsprachigen Patienten.;"Patienten mit nicht-englischer Sprachpräferenz hatten 99% höhere Aufnahmewahrscheinlichkeit auf die Intensivstation (OR = 1,99, 95% KI 1,63-2,42; p < 0,001). Kein signifikanter Unterschied bei Verweildauer auf ICU oder im Krankenhaus. Ergebnis deutet auf diskriminierende oder ungleiche Zugangssteuerungsmechanismen hin.";USA-Daten, Fragestellung aber zur gesundheitlichen Chancengleichheit systemunabhängig.;42631682;https://pubmed.ncbi.nlm.nih.gov/42631682/
2026-08-23;Bucci T et al.;30.07.2026;22.08.2026;JACC Asia;2026;ABC-Pathway-Adherence und kardiovaskuläre Ereignisse bei Vorhofflimmern: Asiatische Register-Analyse;Clusteranalyse von 3.468 asiatischen Patienten mit Vorhofflimmern zur Identifikation klinischer Phänotypen und zum Nachweis der Assoziation zwischen ABC-Pathway-Therapieadhärenz und Outcomes.;"Fünf Cluster identifiziert mit gestuftem Risiko; ABC-Pathway-Adhärenz war mit niedrigerem Primärergebnis-Risiko assoziiert (HR 0,53, 95% KI 0,38-0,74), unabhängig vom Phänotyp. Ältere Patienten mit hoher kardiovaskulärer Belastung oder Herzinsuffizienz zeigten höchstes Risiko (HR 3,33-4,15 vs. junge Patientengruppe).";"Asien-Pazifik; Versorgungsqualität und Stratifikation auch für andere Systeme relevant.";42631669;https://pubmed.ncbi.nlm.nih.gov/42631669/
2026-08-23;Branscheidt M et al.;22.08.2026;22.08.2026;Int J Stroke;2026;High-Dose High-Intensity Neurorehabilitation nach Schlaganfall: Konsens-Empfehlungen;Internationale Konsensusfindung zur Identifizierung von Barrieren und Lösungen für die Umsetzung von intensiver Schlaganfall-Neurorehabilitation.;Vier Hauptbarrieren für Umsetzung: (1) Wissenslücke zu HDHI-Mechanismen, (2) Lieferketten- und Kapazitätsbeschränkungen, (3) Widerstand trotz Evidenz durch Zeitdruck und mangelnde administrative Unterstützung, (4) systemische Enabler unzureichend. Empfehlungen: Home-basierte Hybrid-Pathways, Reimbursement-Alignment und Infrastruktur für Kontinuität.;"Internationale Expertengruppe; Implementierungsforschung systemunabhängig.";42631575;https://pubmed.ncbi.nlm.nih.gov/42631575/
2026-08-22;Mo Y et al.;21.08.2026;21.08.2026;Lancet Infect Dis;2026;Nosokomiale Infektionen und Antibiotikaresistenz im asiatischen Überwachungsnetz (ACORN-HAI);Multinationale prospektive Kohortenstudie in 41 Krankenhäusern über 19 Länder in Asien zur Epidemiologie antimikrobieller Resistenz bei Healthcare-assoziierten Infektionen.;"Von 9.642 analysierten Infektionsepisoden waren 73,7% mit resistenten Bakterien assoziiert. Gesamtsterblichkeit bei Gram-negativen Resistenzen: 37,7% (AMR) vs. 40,6% (Multiresistenz). Carbapenem-resistente Acinetobacter (CRA) und Enterobacterales (CRE) zeigten höchste Mortalität: CRA 51,3%, CRE 48,4%; attributable Mortalität CRA 19,4% (95% CI 14,1–24,7), CRE 16,2% (95% CI 12,8–19,6).";Asiatische Länder mit Ressourcenengpässen, aber Daten zur Antimikrobial Stewardship systemunabhängig relevant;42628558;https://pubmed.ncbi.nlm.nih.gov/42628558/
2026-08-22;Lim JH et al.;Aug. 2026;21.08.2026;Alzheimers Dement;2026;Auswirkungen von nationaler kognitiver Screening auf Demenzversorgung und Hospitalisierung in Südkorea;Südkorea: Kohortenstudie zur Auswirkung eines 2007 eingeführten nationalen kognitiven Screening-Programms auf nachfolgende Demenzversorgung und Hospitalisierung.;Kognitive Früherkennung war mit einer 37% höheren Wahrscheinlichkeit für Demenzbehandlung innerhalb von 2 Jahren (p<0,001) und einem 12% niedrigerem Risiko für demenzbedingte Hospitalisierung innerhalb von 10 Jahren assoziiert. Baseline: 1,4% erhielten Demenzbehandlung, 3,0% wurden hospitalisiert.;Asiatisches System mit Screening-Struktur, aber steuerfinanziert - Fragestellung zur Frühdiagnose systemunabhängig relevant;42625505;https://pubmed.ncbi.nlm.nih.gov/42625505/
2026-08-22;Schulz C et al.;19.08.2026;20.08.2026;BMC Health Serv Res;2026;Nutzerbewertung KI-generierter und menschlicher Antworten in digitaler Gesundheitskommunikation;Deutschland: Paired-Survey-Studie, in der Nutzer ChatGPT-4-generierte und von einem Physiotherapeuten verfasste Antworten auf Gesundheitsfragen vergleichend bewerteten.;Über die meisten Kriterien hinweg wurde die KI-Antwort besser bewertet als die menschliche, besonders bei Empathie und Verständlichkeit (alle p<0,001). Expert-Rating favorisierte auch die KI-Antwort in Bezug auf Richtigkeit und Vollständigkeit, obwohl Längen und Struktur differierten. Teilnehmerzahl n=224.;"Deutsche Studie in Healthcare-System kontextualisiert; Aussage zu Nutzerpräferenz systemabhängig, aber zur Kommunikationsqualität relevant";42618915;https://pubmed.ncbi.nlm.nih.gov/42618915/
2026-08-21;Kraft KB et al.;20.08.2026;20.08.2026;Scand J Prim Health Care;2026;Vergütungstyp von Hausärzten und Antibiotikaverordnungen: Analyse von Patienten­wechseln mit Routinedaten;Norwegische Studie zu Auswirkungen verschiedener Vergütungsformen (Fee-for-Service vs. Gehalt) auf die Antibiotikaverordnungen bei Patienten, die die Hausarztpraxis wechselten.;"Patienten, die von einem Allgemeinarzt mit Fee-for-Service zu einem salariierten Arzt wechselten, reduzierten ihre monatliche Antibiotikanutzung um 21 definierte Tagesdosen pro 1000 Patienten (SD=7); umgekehrt erhöhte sich die Nutzung um 85 DDD pro 1000 Patienten (SD=20) beim Wechsel zu Fee-for-Service. Dies deutet darauf hin, dass die Vergütungsform einen signifikanten Effekt auf das Verschreibungsverhalten hat.";Niederlande, Belgien, Frankreich: vergleichbare Sozialversicherungssysteme mit Capitation und FFS;42622517;https://pubmed.ncbi.nlm.nih.gov/42622517/
